CellID,SpotID,CellType
V11624,S1726,Cajal Retzius
V11625,S1316,Fibroblast
V11626,S909,Polydendrocyte
V11627,S2932,Polydendrocyte
V11628,S4417,Cajal Retzius
V11629,S2224,Neurogenesis
V11630,S2859,Polydendrocyte
V11631,S3582,Ependyma
V11632,S3901,Cajal Retzius
V11633,S2747,Endothelial
V11634,S4176,Cajal Retzius
V11635,S598,Neurogenesis
V11636,S3585,Fibroblast
V11637,S1693,Fibroblast
V11638,S363,Cajal Retzius
V11639,S4421,Cajal Retzius
V11640,S3378,Dentate
V11641,S2741,Ependyma
V11642,S3912,Cajal Retzius
V11643,S491,Cajal Retzius
V11644,S2614,Cajal Retzius
V11645,S1043,Entorhinal
V11646,S3947,Ependyma
V11647,S1498,Cajal Retzius
V11648,S4138,Cajal Retzius
V11649,S968,Cajal Retzius
V11650,S4551,Neurogenesis
V11651,S410,Neurogenesis
V11652,S1095,Neurogenesis
V11653,S1011,Cajal Retzius
V11654,S3640,Fibroblast
V11655,S958,Cajal Retzius
V11656,S2894,Sic17ab
V11657,S1843,Astrocyte
V11658,S2200,Dentate
V11659,S884,Neurogenesis
V11660,S2951,Neurogenesis
V11661,S1844,Microglia
V11662,S3190,Dentate
V11663,S3255,Cajal Retzius
V11664,S4039,Cajal Retzius
V11665,S3944,Astrocyte
V11666,S1781,Dentate
V11667,S97,Cajal Retzius
V11668,S423,Cajal Retzius
V11669,S3172,Microglia
V11670,S3735,Cajal Retzius
V11671,S2720,Dentate
V11672,S3195,Entorhinal
V11673,S1414,Astrocyte
V11674,S1830,Dentate
V11675,S716,Dentate
V11676,S234,Cajal Retzius
V11677,S1541,Gad2
V11678,S3031,Polydendrocyte
V11679,S1097,Astrocyte
V11680,S3099,Neurogenesis
V11681,S1364,Sic17ab
V11682,S2155,Microglia
V11683,S1429,Dentate
V11684,S4094,Cajal Retzius
V11685,S1165,Sic17ab
V11686,S1111,Cajal Retzius
V11687,S2603,Cajal Retzius
V11688,S3954,Cajal Retzius
V11689,S403,Sic17ab
V11690,S3785,Astrocyte
V11691,S3368,Choroid
V11692,S354,Entorhinal
V11693,S1717,Sic17ab
V11694,S1205,Ependyma
V11695,S2630,Neurogenesis
V11696,S1135,Microglia
V11697,S1090,Sic17ab
V11698,S3791,Sic17ab
V11699,S3387,Dentate
V11700,S3164,Ependyma
V11701,S1832,Neurogenesis
V11702,S2609,Astrocyte
V11703,S3899,Neurogenesis
V11704,S2199,Microglia
V11705,S4029,Cajal Retzius
V11706,S658,Cajal Retzius
V11707,S3719,Sic17ab
V11708,S3757,Cajal Retzius
V11709,S2383,Fibroblast
V11710,S2117,Cajal Retzius
V11711,S3553,Polydendrocyte
V11712,S769,Cajal Retzius
V11713,S2701,Ependyma
V11714,S2930,Endothelial
V11715,S1884,Ependyma
V11716,S236,Cajal Retzius
V11717,S2722,Dentate
V11718,S4103,Cajal Retzius
V11719,S1673,Sic17ab
V11720,S2214,Dentate
V11721,S3982,Microglia
V11722,S2807,Cajal Retzius
V11723,S2137,Cajal Retzius
V11724,S630,Entorhinal
V11725,S4363,Cajal Retzius
V11726,S1971,Ependyma
V11727,S4233,Cajal Retzius
V11728,S4422,Cajal Retzius
V11729,S3237,Dentate
V11730,S75,Neurogenesis
V11731,S3611,Microglia
V11732,S662,Neurogenesis
V11733,S2216,Ependyma
V11734,S4426,Endothelial
V11735,S630,Neurogenesis
V11736,S3852,Endothelial
V11737,S650,Sic17ab
V11738,S3613,Cajal Retzius
V11739,S3303,Cajal Retzius
V11740,S4020,Sic17ab
V11741,S3715,Astrocyte
V11742,S2610,Neurogenesis
V11743,S1473,Neurogenesis
V11744,S3014,Microglia
V11745,S2093,Dentate
V11746,S941,Dentate
V11747,S2055,Polydendrocyte
V11748,S2597,Dentate
V11749,S3769,Cajal Retzius
V11750,S4112,Cajal Retzius
V11751,S2015,Ependyma
V11752,S821,Neurogenesis
V11753,S1964,Polydendrocyte
V11754,S3893,Gad2
V11755,S1209,Cajal Retzius
V11756,S1556,Microglia
V11757,S2193,Oligodendrocyte
V11758,S2570,Polydendrocyte
V11759,S3569,Choroid
V11760,S1568,Neurogenesis
V11761,S3835,Entorhinal
V11762,S3964,Neurogenesis
V11763,S3998,Ependyma
V11764,S3632,Choroid
V11765,S3240,Dentate
V11766,S2677,Neurogenesis
V11767,S2088,Gad2
V11768,S2194,Microglia
V11769,S146,Cajal Retzius
V11770,S2316,Neurogenesis
V11771,S2864,Neurogenesis
V11772,S3855,Microglia
V11773,S1108,Entorhinal
V11774,S3072,Astrocyte
V11775,S2476,Sic17ab
V11776,S2461,Cajal Retzius
V11777,S4335,Cajal Retzius
V11778,S3051,Cajal Retzius
V11779,S3640,Astrocyte
V11780,S2209,Neurogenesis
V11781,S1467,Ependyma
V11782,S2876,Cajal Retzius
V11783,S3239,Dentate
V11784,S2919,Polydendrocyte
V11785,S604,Polydendrocyte
V11786,S4340,Cajal Retzius
V11787,S4219,Cajal Retzius
V11788,S819,Dentate
V11789,S3742,Cajal Retzius
V11790,S4010,Neurogenesis
V11791,S627,Cajal Retzius
V11792,S1128,Neurogenesis
V11793,S1020,Sic17ab
V11794,S957,Dentate
V11795,S3655,Cajal Retzius
V11796,S1015,Fibroblast
V11797,S1413,Dentate
V11798,S4325,Cajal Retzius
V11799,S3846,Cajal Retzius
V11800,S3372,Ependyma
V11801,S3971,Neurogenesis
V11802,S2403,Cajal Retzius
V11803,S1802,Neurogenesis
V11804,S1631,Astrocyte
V11805,S4369,Dentate
V11806,S346,Cajal Retzius
V11807,S753,Sic17ab
V11808,S636,Sic17ab
V11809,S1917,Cajal Retzius
V11810,S3930,Cajal Retzius
V11811,S3246,Astrocyte
V11812,S4420,Cajal Retzius
V11813,S770,Astrocyte
V11814,S3167,Dentate
V11815,S972,Cajal Retzius
V11816,S1508,Microglia
V11817,S951,Endothelial
V11818,S593,Cajal Retzius
V11819,S2606,Neurogenesis
V11820,S960,Microglia
V11821,S4347,Cajal Retzius
V11822,S4606,Cajal Retzius
V11823,S1428,Fibroblast
V11824,S2124,Astrocyte
V11825,S3958,Cajal Retzius
V11826,S3118,Cajal Retzius
V11827,S2475,Cajal Retzius
V11828,S3028,Polydendrocyte
V11829,S1774,Cajal Retzius
V11830,S1600,Cajal Retzius
V11831,S1758,CA1
V11832,S2861,Cajal Retzius
V11833,S4448,Neurogenesis
V11834,S227,Cajal Retzius
V11835,S2860,Cajal Retzius
V11836,S4112,Neurogenesis
V11837,S3177,Astrocyte
V11838,S1742,Astrocyte
V11839,S2711,Fibroblast
V11840,S3766,Cajal Retzius
V11841,S2944,Ependyma
V11842,S3676,Neurogenesis
V11843,S1467,Polydendrocyte
V11844,S1421,Neurogenesis
V11845,S1482,Neurogenesis
V11846,S2730,Microglia
V11847,S715,Cajal Retzius
V11848,S1519,Neurogenesis
V11849,S2430,Neurogenesis
V11850,S4028,Sic17ab
V11851,S2751,Cajal Retzius
V11852,S149,Cajal Retzius
V11853,S2099,Cajal Retzius
V11854,S2197,Neurogenesis
V11855,S2100,Dentate
V11856,S3488,Neurogenesis
V11857,S2630,Ependyma
V11858,S3899,Neurogenesis
V11859,S38,Cajal Retzius
V11860,S2639,Ependyma
V11861,S1658,Cajal Retzius
V11862,S4239,Dentate
V11863,S2188,Cajal Retzius
V11864,S2739,Dentate
V11865,S762,Entorhinal
V11866,S3650,Neurogenesis
V11867,S1631,Cajal Retzius
V11868,S3627,Entorhinal
V11869,S855,Cajal Retzius
V11870,S4253,Cajal Retzius
V11871,S3559,Polydendrocyte
V11872,S699,Cajal Retzius
V11873,S4365,Ependyma
V11874,S1173,Sic17ab
V11875,S3591,Neurogenesis
V11876,S3928,Astrocyte
V11877,S1790,Microglia
V11878,S3271,CA1
V11879,S2091,Cajal Retzius
V11880,S2398,Dentate
V11881,S469,Sic17ab
V11882,S1038,Cajal Retzius
V11883,S3243,Choroid
V11884,S3869,Ependyma
V11885,S2735,Dentate
V11886,S2253,Cajal Retzius
V11887,S2087,Cajal Retzius
V11888,S3188,Cajal Retzius
V11889,S705,Endothelial
V11890,S2046,Polydendrocyte
V11891,S3762,Choroid
V11892,S2838,Polydendrocyte
V11893,S3180,Dentate
V11894,S710,Gad2
V11895,S4510,Cajal Retzius
V11896,S4411,Astrocyte
V11897,S2828,Dentate
V11898,S4396,Neurogenesis
V11899,S2555,Oligodendrocyte
V11900,S2368,CA1
V11901,S1655,Neurogenesis
V11902,S3007,Fibroblast
V11903,S2033,Fibroblast
V11904,S1663,Microglia
V11905,S3764,Choroid
V11906,S3149,Dentate
V11907,S1525,Microglia
V11908,S370,Cajal Retzius
V11909,S2585,Ependyma
V11910,S3751,Neurogenesis
V11911,S3400,Polydendrocyte
V11912,S640,Dentate
V11913,S3902,Microglia
V11914,S2146,Neurogenesis
V11915,S2947,Entorhinal
V11916,S3882,Dentate
V11917,S652,Choroid
V11918,S2444,Microglia
V11919,S2942,Endothelial
V11920,S3961,Fibroblast
V11921,S747,Dentate
V11922,S2730,Astrocyte
V11923,S856,CA1
V11924,S853,Ependyma
V11925,S2132,Astrocyte
V11926,S3138,Fibroblast
V11927,S1510,Dentate
V11928,S2027,Entorhinal
V11929,S2135,Neurogenesis
V11930,S1838,Microglia
V11931,S1364,Cajal Retzius
V11932,S2334,Cajal Retzius
V11933,S3242,Microglia
V11934,S383,Cajal Retzius
V11935,S2198,Dentate
V11936,S655,Astrocyte
V11937,S447,Cajal Retzius
V11938,S655,Astrocyte
V11939,S2801,Dentate
V11940,S717,Dentate
V11941,S3994,Dentate
V11942,S2573,Ependyma
V11943,S1485,Cajal Retzius
V11944,S3567,Choroid
V11945,S2840,Polydendrocyte
V11946,S3342,Neurogenesis
V11947,S3827,Choroid
V11948,S4006,Entorhinal
V11949,S1723,Astrocyte
V11950,S3747,Microglia
V11951,S3883,Cajal Retzius
V11952,S1104,Cajal Retzius
V11953,S543,Cajal Retzius
V11954,S2656,Ependyma
V11955,S3830,Choroid
V11956,S1174,Cajal Retzius
V11957,S2569,Cajal Retzius
V11958,S787,Cajal Retzius
V11959,S4280,Cajal Retzius
V11960,S269,Cajal Retzius
V11961,S1235,Ependyma
V11962,S938,Neurogenesis
V11963,S2973,Cajal Retzius
V11964,S1821,Polydendrocyte
V11965,S2167,Dentate
V11966,S2329,Gad2
V11967,S3695,Choroid
V11968,S1541,Cajal Retzius
V11969,S4116,Cajal Retzius
V11970,S1319,Entorhinal
V11971,S2450,Dentate
V11972,S4134,Cajal Retzius
V11973,S1649,Sic17ab
V11974,S3570,Choroid
V11975,S3127,Ependyma
V11976,S3323,Polydendrocyte
V11977,S4211,Dentate
V11978,S82,Cajal Retzius
V11979,S2714,Ependyma
V11980,S3522,Astrocyte
V11981,S2711,Polydendrocyte
V11982,S3517,Ependyma
V11983,S175,Cajal Retzius
V11984,S948,Microglia
V11985,S3754,Microglia
V11986,S351,Cajal Retzius
V11987,S2460,Cajal Retzius
V11988,S3838,Cajal Retzius
V11989,S1096,Ependyma
V11990,S2786,Ependyma
V11991,S3088,Neurogenesis
V11992,S4163,Ependyma
V11993,S2258,Dentate
V11994,S3583,Astrocyte
V11995,S1001,Ependyma
V11996,S1598,Dentate
V11997,S925,Dentate
V11998,S3288,CA1
V11999,S244,Cajal Retzius
V12000,S725,Dentate
V12001,S3602,Cajal Retzius
V12002,S3775,Cajal Retzius
V12003,S686,Cajal Retzius
V12004,S2360,Ependyma
V12005,S1543,Astrocyte
V12006,S2920,Polydendrocyte
V12007,S4429,Cajal Retzius
V12008,S1017,Cajal Retzius
V12009,S2792,Microglia
V12010,S1903,Cajal Retzius
V12011,S1027,Sic17ab
V12012,S4431,Polydendrocyte
V12013,S1545,CA1
V12014,S336,Fibroblast
V12015,S1316,Ependyma
V12016,S3531,Cajal Retzius
V12017,S1626,Dentate
V12018,S3391,Neurogenesis
V12019,S1665,Cajal Retzius
V12020,S3653,Neurogenesis
V12021,S2086,Polydendrocyte
V12022,S2652,Cajal Retzius
V12023,S2035,Microglia
V12024,S706,Sic17ab
V12025,S2032,Dentate
V12026,S3065,Neurogenesis
V12027,S1900,Fibroblast
V12028,S1316,Oligodendrocyte
V12029,S3037,Microglia
V12030,S3428,Microglia
V12031,S1204,Astrocyte
V12032,S3255,Cajal Retzius
V12033,S1903,Dentate
V12034,S2281,Microglia
V12035,S1736,Neurogenesis
V12036,S2057,Astrocyte
V12037,S3388,Microglia
V12038,S1825,Sic17ab
V12039,S1911,Microglia
V12040,S1809,Cajal Retzius
V12041,S2562,Cajal Retzius
V12042,S3426,Neurogenesis
V12043,S3582,Ependyma
V12044,S508,Sic17ab
V12045,S477,Neurogenesis
V12046,S715,Polydendrocyte
V12047,S3318,Neurogenesis
V12048,S313,Cajal Retzius
V12049,S2725,Endothelial
V12050,S4632,Dentate
V12051,S4324,Cajal Retzius
V12052,S3784,Ependyma
V12053,S1333,Astrocyte
V12054,S2522,Ependyma
V12055,S661,Polydendrocyte
V12056,S3366,Choroid
V12057,S201,Entorhinal
V12058,S3893,Cajal Retzius
V12059,S4006,Cajal Retzius
V12060,S1920,Cajal Retzius
V12061,S1934,Cajal Retzius
V12062,S141,Cajal Retzius
V12063,S4171,Cajal Retzius
V12064,S960,Gad2
V12065,S3816,Microglia
V12066,S1449,Microglia
V12067,S2187,Polydendrocyte
V12068,S3474,Ependyma
V12069,S116,Cajal Retzius
V12070,S2404,Dentate
V12071,S1957,Dentate
V12072,S3534,Cajal Retzius
V12073,S3865,Microglia
V12074,S1647,Astrocyte
V12075,S4021,Cajal Retzius
V12076,S4075,Cajal Retzius
V12077,S1648,Sic17ab
V12078,S3487,Cajal Retzius
V12079,S1974,Dentate
V12080,S2569,Ependyma
V12081,S3081,Fibroblast
V12082,S775,Cajal Retzius
V12083,S3996,Cajal Retzius
V12084,S503,Entorhinal
V12085,S1434,Cajal Retzius
V12086,S779,Astrocyte
V12087,S1820,Cajal Retzius
V12088,S2602,Dentate
V12089,S3242,Microglia
V12090,S1984,Polydendrocyte
V12091,S2995,Endothelial
V12092,S1438,Cajal Retzius
V12093,S2362,Ependyma
V12094,S710,Neurogenesis
V12095,S4418,Cajal Retzius
V12096,S767,Ependyma
V12097,S2486,Dentate
V12098,S1593,Sic17ab
V12099,S2665,Dentate
V12100,S1245,Cajal Retzius
V12101,S3060,Astrocyte
V12102,S2619,Gad2
V12103,S2782,Cajal Retzius
V12104,S1751,Cajal Retzius
V12105,S2576,Sic17ab
V12106,S4191,Cajal Retzius
V12107,S548,Polydendrocyte
V12108,S4155,Dentate
V12109,S642,Dentate
V12110,S2793,Cajal Retzius
V12111,S1762,Cajal Retzius
V12112,S3744,Astrocyte
V12113,S3565,Neurogenesis
V12114,S650,Cajal Retzius
V12115,S4467,Cajal Retzius
V12116,S2822,Cajal Retzius
V12117,S2153,Neurogenesis
V12118,S4324,Neurogenesis
V12119,S2548,Ependyma
V12120,S2016,Microglia
V12121,S561,Dentate
V12122,S4001,Neurogenesis
V12123,S3381,Dentate
V12124,S554,Cajal Retzius
V12125,S3729,Neurogenesis
V12126,S3292,Neurogenesis
V12127,S4239,Microglia
V12128,S3936,Dentate
V12129,S1237,Cajal Retzius
V12130,S4550,Ependyma
V12131,S1705,Astrocyte
V12132,S2360,Microglia
V12133,S1103,Neurogenesis
V12134,S907,Microglia
V12135,S4337,Cajal Retzius
V12136,S2688,Astrocyte
V12137,S1082,Ependyma
V12138,S3556,Ependyma
V12139,S4024,Cajal Retzius
V12140,S3238,Dentate
V12141,S1988,Astrocyte
V12142,S3464,Astrocyte
V12143,S1078,Microglia
V12144,S3559,Astrocyte
V12145,S3073,Astrocyte
V12146,S3868,Microglia
V12147,S597,Neurogenesis
V12148,S4207,Entorhinal
V12149,S4379,Fibroblast
V12150,S1095,Ependyma
V12151,S4248,Dentate
V12152,S3824,Astrocyte
V12153,S2823,Cajal Retzius
V12154,S3616,Astrocyte
V12155,S4268,Cajal Retzius
V12156,S2328,Cajal Retzius
V12157,S3242,Dentate
V12158,S2495,Microglia
V12159,S4435,Ependyma
V12160,S991,Ependyma
V12161,S825,Cajal Retzius
V12162,S3226,Ependyma
V12163,S2877,Entorhinal
V12164,S1481,Astrocyte
V12165,S462,Fibroblast
V12166,S3028,Dentate
V12167,S2974,Cajal Retzius
V12168,S577,Entorhinal
V12169,S2760,Cajal Retzius
V12170,S748,Cajal Retzius
V12171,S1959,Dentate
V12172,S1628,Cajal Retzius
V12173,S3564,Ependyma
V12174,S2917,Dentate
V12175,S3685,Cajal Retzius
V12176,S1559,Ependyma
V12177,S1599,Cajal Retzius
V12178,S1817,Dentate
V12179,S4238,Neurogenesis
V12180,S3340,Microglia
V12181,S2872,Cajal Retzius
V12182,S2241,Dentate
V12183,S2352,Cajal Retzius
V12184,S2064,Dentate
V12185,S4373,Cajal Retzius
V12186,S2609,Ependyma
V12187,S3225,Neurogenesis
V12188,S1782,Cajal Retzius
V12189,S2117,Cajal Retzius
V12190,S2832,Polydendrocyte
V12191,S3167,CA1
V12192,S2920,Endothelial
V12193,S1878,Sic17ab
V12194,S568,Endothelial
V12195,S3413,Neurogenesis
V12196,S1596,Neurogenesis
V12197,S4251,Neurogenesis
V12198,S1735,Cajal Retzius
V12199,S2382,Cajal Retzius
V12200,S1718,Neurogenesis
V12201,S3146,Neurogenesis
V12202,S4545,Cajal Retzius
V12203,S754,Sic17ab
V12204,S2421,Ependyma
V12205,S3216,Microglia
V12206,S1145,Cajal Retzius
V12207,S1459,Entorhinal
V12208,S1524,Fibroblast
V12209,S107,Microglia
V12210,S4210,Dentate
V12211,S3997,Dentate
V12212,S2398,Cajal Retzius
V12213,S2621,Astrocyte
V12214,S1523,Microglia
V12215,S2362,Endothelial
V12216,S3011,Cajal Retzius
V12217,S4183,Ependyma
V12218,S4135,Cajal Retzius
V12219,S4206,Microglia
V12220,S591,Sic17ab
V12221,S1952,Neurogenesis
V12222,S2528,Ependyma
V12223,S4268,Cajal Retzius
V12224,S832,Entorhinal
V12225,S838,Gad2
V12226,S3688,Cajal Retzius
V12227,S4460,Cajal Retzius
V12228,S3952,Cajal Retzius
V12229,S2325,Fibroblast
V12230,S3399,Ependyma
V12231,S4013,Cajal Retzius
V12232,S2090,Microglia
V12233,S4216,Sic17ab
V12234,S2208,Astrocyte
V12235,S2527,Endothelial
V12236,S925,Dentate
V12237,S1947,Cajal Retzius
V12238,S1299,Cajal Retzius
V12239,S3556,Dentate
V12240,S2219,Dentate
V12241,S587,Cajal Retzius
V12242,S2285,Neurogenesis
V12243,S3064,Dentate
V12244,S2383,Microglia
V12245,S2722,Entorhinal
V12246,S2930,Polydendrocyte
V12247,S2973,Gad2
V12248,S148,Cajal Retzius
V12249,S3880,Microglia
V12250,S3956,Cajal Retzius
V12251,S2546,Neurogenesis
V12252,S191,Cajal Retzius
V12253,S1653,Neurogenesis
V12254,S3001,Neurogenesis
V12255,S3948,Choroid
V12256,S2988,Dentate
V12257,S2801,Dentate
V12258,S1309,Ependyma
V12259,S2994,Astrocyte
V12260,S2800,Dentate
V12261,S363,Entorhinal
V12262,S470,Cajal Retzius
V12263,S1583,Gad2
V12264,S1248,Polydendrocyte
V12265,S3291,Sic17ab
V12266,S1796,Microglia
V12267,S3065,Gad2
V12268,S654,Cajal Retzius
V12269,S2940,Sic17ab
V12270,S656,Entorhinal
V12271,S1860,Entorhinal
V12272,S4004,Choroid
V12273,S4386,Ependyma
V12274,S3699,Choroid
V12275,S1654,Neurogenesis
V12276,S327,Cajal Retzius
V12277,S150,Cajal Retzius
V12278,S1460,Microglia
V12279,S904,Cajal Retzius
V12280,S2959,Cajal Retzius
V12281,S3067,Cajal Retzius
V12282,S1471,Cajal Retzius
V12283,S1445,Dentate
V12284,S2013,Cajal Retzius
V12285,S211,Sic17ab
V12286,S1344,Neurogenesis
V12287,S2497,Ependyma
V12288,S3440,Microglia
V12289,S1620,Astrocyte
V12290,S4462,Cajal Retzius
V12291,S1062,Choroid
V12292,S4425,Microglia
V12293,S1632,Ependyma
V12294,S648,Microglia
V12295,S2424,Ependyma
V12296,S4183,Cajal Retzius
V12297,S2239,CA2CA3
V12298,S1060,Neurogenesis
V12299,S2043,Polydendrocyte
V12300,S1328,Astrocyte
V12301,S4341,Cajal Retzius
V12302,S2452,Cajal Retzius
V12303,S3907,Endothelial
V12304,S2145,Dentate
V12305,S2863,Sic17ab
V12306,S345,Dentate
V12307,S1019,Sic17ab
V12308,S4309,Cajal Retzius
V12309,S2755,Neurogenesis
V12310,S3750,Choroid
V12311,S207,Gad2
V12312,S698,Cajal Retzius
V12313,S3973,Cajal Retzius
V12314,S2671,Ependyma
V12315,S3270,Dentate
V12316,S1648,Cajal Retzius
V12317,S3571,Choroid
V12318,S1114,Cajal Retzius
V12319,S4298,Entorhinal
V12320,S4286,Gad2
V12321,S605,Cajal Retzius
V12322,S3569,Choroid
V12323,S2637,Oligodendrocyte
V12324,S4326,Cajal Retzius
V12325,S2289,Dentate
V12326,S4003,Cajal Retzius
V12327,S3996,CA1
V12328,S2441,Cajal Retzius
V12329,S3029,Dentate
V12330,S3977,Mural
V12331,S4253,Entorhinal
V12332,S2498,Endothelial
V12333,S1832,Dentate
V12334,S441,Cajal Retzius
V12335,S2484,Astrocyte
V12336,S1277,Astrocyte
V12337,S3047,Astrocyte
V12338,S2751,Cajal Retzius
V12339,S2960,Ependyma
V12340,S1020,Microglia
V12341,S1662,Cajal Retzius
V12342,S1404,Entorhinal
V12343,S891,Endothelial
V12344,S3324,Neurogenesis
V12345,S1047,Endothelial
V12346,S1981,Ependyma
V12347,S567,Cajal Retzius
V12348,S124,Sic17ab
V12349,S4209,Cajal Retzius
V12350,S2587,Dentate
V12351,S459,Cajal Retzius
V12352,S3350,Cajal Retzius
V12353,S3663,Neurogenesis
V12354,S3384,Microglia
V12355,S3777,Microglia
V12356,S646,Cajal Retzius
V12357,S1977,Dentate
V12358,S2077,Cajal Retzius
V12359,S398,Cajal Retzius
V12360,S4255,Sic17ab
V12361,S4018,Cajal Retzius
V12362,S2602,Astrocyte
V12363,S3356,Microglia
V12364,S725,Polydendrocyte
V12365,S4121,Neurogenesis
V12366,S1472,Dentate
V12367,S187,Cajal Retzius
V12368,S4273,Cajal Retzius
V12369,S527,Cajal Retzius
V12370,S2002,Neurogenesis
V12371,S834,Cajal Retzius
V12372,S3700,Ependyma
V12373,S497,Cajal Retzius
V12374,S1265,Microglia
V12375,S3577,Microglia
V12376,S3426,Ependyma
V12377,S1888,Microglia
V12378,S405,Neurogenesis
V12379,S2177,Cajal Retzius
V12380,S2090,Cajal Retzius
V12381,S2690,Cajal Retzius
V12382,S3594,Neurogenesis
V12383,S489,Gad2
V12384,S1792,Endothelial
V12385,S3871,Neurogenesis
V12386,S505,Cajal Retzius
V12387,S2597,Sic17ab
V12388,S2459,Cajal Retzius
V12389,S479,Sic17ab
V12390,S4068,Cajal Retzius
V12391,S1047,Astrocyte
V12392,S3113,Entorhinal
V12393,S2135,Astrocyte
V12394,S2693,Endothelial
V12395,S3092,Microglia
V12396,S3177,Astrocyte
V12397,S1650,Cajal Retzius
V12398,S2102,Sic17ab
V12399,S2065,Dentate
V12400,S2804,Cajal Retzius
V12401,S1703,Astrocyte
V12402,S367,Cajal Retzius
V12403,S928,Neurogenesis
V12404,S3199,CA1
V12405,S4534,Dentate
V12406,S2000,Microglia
V12407,S643,Neurogenesis
V12408,S1412,Oligodendrocyte
V12409,S1617,Neurogenesis
V12410,S3506,Polydendrocyte
V12411,S2740,Astrocyte
V12412,S1279,Ependyma
V12413,S4476,Cajal Retzius
V12414,S3780,Astrocyte
V12415,S2852,Oligodendrocyte
V12416,S128,Cajal Retzius
V12417,S994,Ependyma
V12418,S2215,Neurogenesis
V12419,S4284,Cajal Retzius
V12420,S1979,Gad2
V12421,S268,Gad2
V12422,S4595,Cajal Retzius
V12423,S1188,Ependyma
V12424,S3271,Sic17ab
V12425,S1442,Entorhinal
V12426,S414,Neurogenesis
V12427,S4008,Cajal Retzius
V12428,S2513,Astrocyte
V12429,S2393,Dentate
V12430,S990,CA1
V12431,S1867,Dentate
V12432,S739,Dentate
V12433,S4014,Dentate
V12434,S1441,Neurogenesis
V12435,S4005,Choroid
V12436,S2959,Dentate
V12437,S585,Dentate
V12438,S4010,Cajal Retzius
V12439,S1787,Dentate
V12440,S339,Sic17ab
V12441,S2432,Neurogenesis
V12442,S2712,Polydendrocyte
V12443,S3370,Fibroblast
V12444,S1999,Cajal Retzius
V12445,S3208,Dentate
V12446,S1551,Microglia
V12447,S2705,Endothelial
V12448,S814,Cajal Retzius
V12449,S624,Cajal Retzius
V12450,S339,Cajal Retzius
V12451,S2554,Oligodendrocyte
V12452,S3776,Cajal Retzius
V12453,S1801,Dentate
V12454,S2150,Cajal Retzius
V12455,S720,Astrocyte
V12456,S592,Cajal Retzius
V12457,S4077,Gad2
V12458,S2588,Dentate
V12459,S2410,Neurogenesis
V12460,S2357,Astrocyte
V12461,S1646,Neurogenesis
V12462,S1053,Ependyma
V12463,S1962,Sic17ab
V12464,S4069,Sic17ab
V12465,S1190,Dentate
V12466,S4176,Cajal Retzius
V12467,S821,Cajal Retzius
V12468,S302,Cajal Retzius
V12469,S3818,Dentate
V12470,S3603,Dentate
V12471,S752,Sic17ab
V12472,S2670,Astrocyte
V12473,S600,Ependyma
V12474,S2323,Dentate
V12475,S3783,Cajal Retzius
V12476,S2719,Neurogenesis
V12477,S2940,Sic17ab
V12478,S2812,Microglia
V12479,S634,Sic17ab
V12480,S2897,Cajal Retzius
V12481,S2247,Entorhinal
V12482,S2198,Dentate
V12483,S4475,Neurogenesis
V12484,S2636,Entorhinal
V12485,S1461,Cajal Retzius
V12486,S1053,Neurogenesis
V12487,S456,Dentate
V12488,S3833,Neurogenesis
V12489,S1790,Neurogenesis
V12490,S1413,Fibroblast
V12491,S3439,Ependyma
V12492,S3635,Choroid
V12493,S1789,Cajal Retzius
V12494,S576,Dentate
V12495,S561,Cajal Retzius
V12496,S2391,Dentate
V12497,S4191,Cajal Retzius
V12498,S195,Cajal Retzius
V12499,S4500,Neurogenesis
V12500,S4265,Astrocyte
V12501,S1435,Dentate
V12502,S3289,Dentate
V12503,S1508,Sic17ab
V12504,S4324,Cajal Retzius
V12505,S1552,Dentate
V12506,S2986,Microglia
V12507,S3695,Choroid
V12508,S1619,Ependyma
V12509,S1138,Dentate
V12510,S2578,Dentate
V12511,S2417,Oligodendrocyte
V12512,S1100,Microglia
V12513,S716,Cajal Retzius
V12514,S2829,Neurogenesis
V12515,S459,Cajal Retzius
V12516,S4338,Cajal Retzius
V12517,S2682,Cajal Retzius
V12518,S4224,Cajal Retzius
V12519,S2881,Cajal Retzius
V12520,S449,Cajal Retzius
V12521,S3494,Polydendrocyte
V12522,S3024,Neurogenesis
V12523,S3777,Dentate
V12524,S3819,Cajal Retzius
V12525,S4002,Ependyma
V12526,S4254,Cajal Retzius
V12527,S4113,Cajal Retzius
V12528,S1590,Ependyma
V12529,S3268,Dentate
V12530,S3383,Cajal Retzius
V12531,S1408,Cajal Retzius
V12532,S573,Neurogenesis
V12533,S3164,Dentate
V12534,S2474,Cajal Retzius
V12535,S1627,Dentate
V12536,S3253,Ependyma
V12537,S3236,Dentate
V12538,S3695,Fibroblast
V12539,S390,Cajal Retzius
V12540,S2597,Cajal Retzius
V12541,S369,Cajal Retzius
V12542,S385,Sic17ab
V12543,S290,Sic17ab
V12544,S1388,Entorhinal
V12545,S1398,Microglia
V12546,S2798,Cajal Retzius
V12547,S3786,Cajal Retzius
V12548,S1753,Cajal Retzius
V12549,S2673,Microglia
V12550,S649,CA1
V12551,S2774,Endothelial
V12552,S2325,Cajal Retzius
V12553,S1021,Neurogenesis
V12554,S1973,Dentate
V12555,S3628,Ependyma
