CellID,SpotID,CellType
V11743,S3416,Granule
V11744,S3040,Granule
V11745,S3399,Choroid
V11746,S2758,Purkinje
V11747,S803,Microglia
V11748,S307,Granule
V11749,S165,Granule
V11750,S2283,Pvalb
V11751,S3250,Oligodendrocyte
V11752,S4089,Granule
V11753,S3897,Granule
V11754,S1514,Granule
V11755,S1154,Fibroblast
V11756,S2625,Oligodendrocyte
V11757,S2286,Oligodendrocyte
V11758,S208,Purkinje
V11759,S2013,Bergmann
V11760,S2966,Granule
V11761,S1678,Oligodendrocyte
V11762,S3943,Purkinje
V11763,S4493,Granule
V11764,S2113,Granule
V11765,S2633,Granule
V11766,S2338,Granule
V11767,S705,Oligodendrocyte
V11768,S185,Granule
V11769,S3140,Pvalb
V11770,S306,Granule
V11771,S976,Granule
V11772,S3446,Bergmann
V11773,S4258,Fibroblast
V11774,S3425,Bergmann
V11775,S2633,Granule
V11776,S147,Granule
V11777,S1316,Granule
V11778,S3619,Bergmann
V11779,S146,Granule
V11780,S2693,Microglia
V11781,S4115,Pvalb
V11782,S2685,Granule
V11783,S1287,Granule
V11784,S152,Granule
V11785,S4428,Bergmann
V11786,S30,Granule
V11787,S2392,Oligodendrocyte
V11788,S1107,Granule
V11789,S2815,Granule
V11790,S2077,Endothelial
V11791,S2644,Granule
V11792,S1935,Purkinje
V11793,S863,Granule
V11794,S4192,Granule
V11795,S4652,Granule
V11796,S2814,Astrocyte
V11797,S1598,Microglia
V11798,S4440,Granule
V11799,S2014,Pvalb
V11800,S3593,Granule
V11801,S1880,Bergmann
V11802,S2507,Granule
V11803,S3247,Astrocyte
V11804,S39,Purkinje
V11805,S1843,Granule
V11806,S708,Granule
V11807,S730,Purkinje
V11808,S506,Granule
V11809,S2635,Microglia
V11810,S1802,Endothelial
V11811,S3877,Granule
V11812,S4723,Oligodendrocyte
V11813,S4568,Granule
V11814,S2479,Microglia
V11815,S2662,Bergmann
V11816,S2061,Granule
V11817,S4299,Bergmann
V11818,S1060,Granule
V11819,S321,Granule
V11820,S3538,Granule
V11821,S61,Pvalb
V11822,S1481,Granule
V11823,S1362,Granule
V11824,S4218,Granule
V11825,S2054,Granule
V11826,S3428,Granule
V11827,S2875,Granule
V11828,S2771,Granule
V11829,S1707,Granule
V11830,S3533,Nnat
V11831,S2234,Granule
V11832,S2085,Bergmann
V11833,S4748,Purkinje
V11834,S3502,Oligodendrocyte
V11835,S3984,Purkinje
V11836,S3207,Choroid
V11837,S3269,Granule
V11838,S3174,Bergmann
V11839,S3481,Purkinje
V11840,S2924,Bergmann
V11841,S416,Pvalb
V11842,S2552,Pvalb
V11843,S125,Fibroblast
V11844,S3619,Endothelial
V11845,S1043,Endothelial
V11846,S2975,Pvalb
V11847,S2194,Oligodendrocyte
V11848,S2920,Purkinje
V11849,S3078,Granule
V11850,S2916,Granule
V11851,S566,Granule
V11852,S1129,Fibroblast
V11853,S3223,Endothelial
V11854,S1857,Granule
V11855,S1257,Granule
V11856,S1712,Oligodendrocyte
V11857,S2813,Bergmann
V11858,S698,Granule
V11859,S980,Pvalb
V11860,S3679,Bergmann
V11861,S542,Granule
V11862,S733,Bergmann
V11863,S3770,Endothelial
V11864,S3216,Choroid
V11865,S3828,Purkinje
V11866,S98,Pvalb
V11867,S1150,Granule
V11868,S851,Bergmann
V11869,S620,Purkinje
V11870,S661,Granule
V11871,S3898,Choroid
V11872,S2679,Granule
V11873,S4550,Bergmann
V11874,S3412,Bergmann
V11875,S2775,Granule
V11876,S3619,Bergmann
V11877,S2785,Granule
V11878,S1169,Granule
V11879,S2897,Granule
V11880,S1093,Choroid
V11881,S2808,Pvalb
V11882,S1846,Purkinje
V11883,S2220,Granule
V11884,S2305,Granule
V11885,S1819,Granule
V11886,S745,Fibroblast
V11887,S969,Oligodendrocyte
V11888,S3906,Bergmann
V11889,S3952,Granule
V11890,S907,Granule
V11891,S4227,Granule
V11892,S3623,Pvalb
V11893,S3316,Granule
V11894,S3373,Fibroblast
V11895,S974,Granule
V11896,S1101,Microglia
V11897,S3038,Purkinje
V11898,S1271,Nnat
V11899,S1759,Granule
V11900,S1789,Fibroblast
V11901,S2383,Oligodendrocyte
V11902,S3628,Granule
V11903,S1512,Bergmann
V11904,S1566,Astrocyte
V11905,S3176,Granule
V11906,S1110,Pvalb
V11907,S4002,Bergmann
V11908,S2625,Nnat
V11909,S497,Granule
V11910,S606,Granule
V11911,S3165,Granule
V11912,S374,Granule
V11913,S1245,Bergmann
V11914,S2464,Granule
V11915,S16,Bergmann
V11916,S2936,Granule
V11917,S3085,Oligodendrocyte
V11918,S1967,Granule
V11919,S3104,Oligodendrocyte
V11920,S4586,Granule
V11921,S2725,Endothelial
V11922,S3445,Granule
V11923,S3026,Granule
V11924,S2307,Oligodendrocyte
V11925,S257,Bergmann
V11926,S3579,Granule
V11927,S3928,Granule
V11928,S4057,Bergmann
V11929,S2852,Oligodendrocyte
V11930,S4444,Granule
V11931,S119,Purkinje
V11932,S2747,Granule
V11933,S2650,Granule
V11934,S1633,Microglia
V11935,S471,Pvalb
V11936,S1440,Granule
V11937,S827,Granule
V11938,S513,Granule
V11939,S3378,Granule
V11940,S2962,Granule
V11941,S506,Granule
V11942,S1381,Granule
V11943,S2481,Granule
V11944,S4267,Granule
V11945,S3207,Endothelial
V11946,S3678,Granule
V11947,S2993,Oligodendrocyte
V11948,S277,Fibroblast
V11949,S1201,Bergmann
V11950,S2023,Fibroblast
V11951,S1178,Purkinje
V11952,S2538,Oligodendrocyte
V11953,S2723,Fibroblast
V11954,S657,Granule
V11955,S870,Pvalb
V11956,S2799,Oligodendrocyte
V11957,S394,Granule
V11958,S917,Granule
V11959,S4046,Granule
V11960,S4349,Bergmann
V11961,S13,Bergmann
V11962,S3288,Fibroblast
V11963,S4700,Granule
V11964,S3371,Granule
V11965,S2914,Granule
V11966,S3831,Granule
V11967,S1027,Astrocyte
V11968,S3070,Fibroblast
V11969,S3483,Bergmann
V11970,S3886,Bergmann
V11971,S2523,Granule
V11972,S1840,Granule
V11973,S3361,Granule
V11974,S2617,Bergmann
V11975,S707,Granule
V11976,S3703,Pvalb
V11977,S362,Granule
V11978,S1541,Oligodendrocyte
V11979,S3713,Granule
V11980,S2641,Astrocyte
V11981,S639,Pvalb
V11982,S2916,Bergmann
V11983,S370,Purkinje
V11984,S4262,Granule
V11985,S2192,Fibroblast
V11986,S842,Endothelial
V11987,S3120,Fibroblast
V11988,S388,Endothelial
V11989,S4700,Granule
V11990,S1053,Choroid
V11991,S2921,Purkinje
V11992,S2262,Granule
V11993,S2393,Oligodendrocyte
V11994,S1142,Granule
V11995,S3198,Granule
V11996,S2015,Nnat
V11997,S4568,Granule
V11998,S2258,Bergmann
V11999,S2492,Fibroblast
V12000,S493,Granule
V12001,S768,Granule
V12002,S1402,Bergmann
V12003,S4647,Nnat
V12004,S603,Fibroblast
V12005,S2353,Purkinje
V12006,S2671,Granule
V12007,S2944,Granule
V12008,S3713,Purkinje
V12009,S2993,Astrocyte
V12010,S1489,Oligodendrocyte
V12011,S2656,Granule
V12012,S4594,Purkinje
V12013,S3331,Purkinje
V12014,S3880,Granule
V12015,S1452,Oligodendrocyte
V12016,S3051,Bergmann
V12017,S2620,Endothelial
V12018,S3258,Microglia
V12019,S3657,Granule
V12020,S2703,Fibroblast
V12021,S4511,Bergmann
V12022,S1010,Granule
V12023,S4547,Granule
V12024,S1528,Oligodendrocyte
V12025,S1420,Astrocyte
V12026,S338,Granule
V12027,S2543,Pvalb
V12028,S3262,Granule
V12029,S2030,Bergmann
V12030,S2393,Fibroblast
V12031,S2143,Granule
V12032,S1483,Granule
V12033,S648,Bergmann
V12034,S4486,Granule
V12035,S4266,Granule
V12036,S2233,Granule
V12037,S3110,Granule
V12038,S2205,Granule
V12039,S2397,Pvalb
V12040,S501,Granule
V12041,S526,Granule
V12042,S3245,Granule
V12043,S719,Granule
V12044,S402,Microglia
V12045,S4570,Granule
V12046,S1662,Granule
V12047,S1445,Granule
V12048,S2057,Granule
V12049,S2863,Granule
V12050,S4571,Granule
V12051,S3047,Granule
V12052,S684,Granule
V12053,S1971,Granule
V12054,S125,Astrocyte
V12055,S3664,Fibroblast
V12056,S2770,Granule
V12057,S4171,Granule
V12058,S2716,Endothelial
V12059,S1375,Choroid
V12060,S1330,Choroid
V12061,S1130,Purkinje
V12062,S3627,Granule
V12063,S2592,Bergmann
V12064,S4247,Bergmann
V12065,S585,Purkinje
V12066,S4154,Bergmann
V12067,S4616,Nnat
V12068,S1109,Purkinje
V12069,S3846,Astrocyte
V12070,S1349,Granule
V12071,S4330,Choroid
V12072,S727,Pvalb
V12073,S431,Granule
V12074,S3254,Oligodendrocyte
V12075,S2175,Astrocyte
V12076,S790,Granule
V12077,S1489,Granule
V12078,S4391,Granule
V12079,S4444,Granule
V12080,S449,Bergmann
V12081,S916,Bergmann
V12082,S190,Granule
V12083,S683,Granule
V12084,S4760,Granule
V12085,S979,Bergmann
V12086,S2211,Oligodendrocyte
V12087,S263,Granule
V12088,S566,Granule
V12089,S3322,Nnat
V12090,S2908,Choroid
V12091,S1696,Microglia
V12092,S2053,Bergmann
V12093,S2515,Granule
V12094,S1417,Granule
V12095,S446,Bergmann
V12096,S4704,Granule
V12097,S3496,Granule
V12098,S671,Granule
V12099,S3415,Granule
V12100,S143,Bergmann
V12101,S4404,Granule
V12102,S3976,Granule
V12103,S124,Granule
V12104,S3594,Granule
V12105,S874,Granule
V12106,S3903,Granule
V12107,S893,Endothelial
V12108,S3254,Oligodendrocyte
V12109,S2012,Granule
V12110,S2758,Purkinje
V12111,S1753,Granule
V12112,S1842,Granule
V12113,S2059,Granule
V12114,S3063,Microglia
V12115,S621,Bergmann
V12116,S3890,Purkinje
V12117,S3416,Granule
V12118,S1202,Purkinje
V12119,S4035,Purkinje
V12120,S2144,Purkinje
V12121,S3198,Granule
V12122,S2662,Granule
V12123,S3453,Choroid
V12124,S3249,Granule
V12125,S1541,Oligodendrocyte
V12126,S4193,Granule
V12127,S3712,Astrocyte
V12128,S2740,Granule
V12129,S737,Granule
V12130,S1956,Oligodendrocyte
V12131,S2820,Oligodendrocyte
V12132,S4750,Granule
V12133,S4574,Granule
V12134,S3932,Choroid
V12135,S3969,Granule
V12136,S2059,Granule
V12137,S4611,Granule
V12138,S4581,Granule
V12139,S1454,Oligodendrocyte
V12140,S1300,Fibroblast
V12141,S1217,Granule
V12142,S3835,Purkinje
V12143,S1587,Bergmann
V12144,S3667,Pvalb
V12145,S2709,Granule
V12146,S3578,Granule
V12147,S2655,Granule
V12148,S2869,Granule
V12149,S457,Astrocyte
V12150,S681,Purkinje
V12151,S855,Purkinje
V12152,S4148,Pvalb
V12153,S4040,Granule
V12154,S2457,Bergmann
V12155,S3924,Granule
V12156,S3458,Granule
V12157,S865,Pvalb
V12158,S829,Granule
V12159,S3362,Granule
V12160,S765,Choroid
V12161,S4699,Granule
V12162,S387,Bergmann
V12163,S181,Granule
V12164,S4218,Bergmann
V12165,S1398,Purkinje
V12166,S3002,Purkinje
V12167,S2971,Fibroblast
V12168,S1901,Endothelial
V12169,S3881,Pvalb
V12170,S440,Granule
V12171,S548,Oligodendrocyte
V12172,S4667,Bergmann
V12173,S2693,Granule
V12174,S302,Granule
V12175,S2665,Purkinje
V12176,S2710,Granule
V12177,S159,Granule
V12178,S2291,Endothelial
V12179,S1891,Granule
V12180,S2507,Granule
V12181,S1471,Granule
V12182,S4641,Granule
V12183,S2156,Bergmann
V12184,S2358,Granule
V12185,S1454,Astrocyte
V12186,S4579,Granule
V12187,S4563,Bergmann
V12188,S2958,Bergmann
V12189,S2882,Granule
V12190,S1233,Pvalb
V12191,S4506,Endothelial
V12192,S3417,Microglia
V12193,S2519,Granule
V12194,S2831,Granule
V12195,S2334,Purkinje
V12196,S1195,Purkinje
V12197,S1653,Purkinje
V12198,S708,Granule
V12199,S1195,Granule
V12200,S25,Bergmann
V12201,S4429,Granule
V12202,S3522,Purkinje
V12203,S1352,Granule
V12204,S3620,Granule
V12205,S287,Fibroblast
V12206,S3152,Granule
V12207,S1085,Granule
V12208,S1472,Granule
V12209,S1871,Granule
V12210,S2543,Granule
V12211,S3968,Pvalb
V12212,S1192,Granule
V12213,S4371,Bergmann
V12214,S342,Purkinje
V12215,S4403,Fibroblast
V12216,S4414,Purkinje
V12217,S2437,Granule
V12218,S3105,Granule
V12219,S4279,Fibroblast
V12220,S2284,Granule
V12221,S2378,Oligodendrocyte
V12222,S480,Granule
V12223,S437,Granule
V12224,S1201,Pvalb
V12225,S3825,Fibroblast
V12226,S269,Bergmann
V12227,S1466,Granule
V12228,S49,Granule
V12229,S3207,Choroid
V12230,S2209,Granule
V12231,S2058,Granule
V12232,S456,Granule
V12233,S3297,Nnat
V12234,S214,Granule
V12235,S3927,Pvalb
V12236,S4289,Purkinje
V12237,S3752,Granule
V12238,S853,Granule
V12239,S2897,Endothelial
V12240,S4045,Oligodendrocyte
V12241,S2584,Granule
V12242,S3592,Purkinje
V12243,S3263,Granule
V12244,S2347,Granule
V12245,S4178,Purkinje
V12246,S3028,Granule
V12247,S787,Bergmann
V12248,S3418,Oligodendrocyte
V12249,S1576,Purkinje
V12250,S2637,Astrocyte
V12251,S66,Granule
V12252,S3987,Purkinje
V12253,S2094,Purkinje
V12254,S1789,Astrocyte
V12255,S4229,Granule
V12256,S2340,Granule
V12257,S590,Granule
V12258,S326,Microglia
V12259,S167,Granule
V12260,S1603,Bergmann
V12261,S1723,Granule
V12262,S1805,Granule
V12263,S2918,Purkinje
V12264,S3898,Astrocyte
V12265,S1584,Purkinje
V12266,S1722,Granule
V12267,S3125,Endothelial
V12268,S4676,Granule
V12269,S3464,Oligodendrocyte
V12270,S62,Granule
V12271,S401,Microglia
V12272,S3848,Oligodendrocyte
V12273,S175,Granule
V12274,S603,Oligodendrocyte
V12275,S3014,Granule
V12276,S638,Pvalb
V12277,S2761,Granule
V12278,S3628,Granule
V12279,S2978,Choroid
V12280,S4188,Granule
V12281,S3443,Granule
V12282,S1563,Granule
V12283,S2517,Granule
V12284,S3441,Granule
V12285,S3225,Pvalb
V12286,S2007,Oligodendrocyte
V12287,S4034,Bergmann
V12288,S257,Bergmann
V12289,S221,Granule
V12290,S2224,Microglia
V12291,S3849,Granule
V12292,S1740,Purkinje
V12293,S284,Endothelial
V12294,S788,Purkinje
V12295,S190,Granule
V12296,S1611,Nnat
V12297,S4094,Pvalb
V12298,S673,Granule
V12299,S4722,Choroid
V12300,S4724,Pvalb
V12301,S1894,Granule
V12302,S3904,Purkinje
V12303,S1961,Granule
V12304,S3148,Granule
V12305,S1641,Granule
V12306,S1117,Nnat
V12307,S233,Astrocyte
V12308,S392,Granule
V12309,S1453,Astrocyte
V12310,S3010,Purkinje
V12311,S143,Purkinje
V12312,S4316,Fibroblast
V12313,S84,Pvalb
V12314,S4199,Granule
V12315,S3572,Granule
V12316,S2885,Granule
V12317,S747,Granule
V12318,S2925,Granule
V12319,S2795,Endothelial
V12320,S2252,Bergmann
V12321,S947,Purkinje
V12322,S3900,Endothelial
V12323,S2896,Granule
V12324,S848,Granule
V12325,S2308,Granule
V12326,S1622,Oligodendrocyte
V12327,S13,Granule
V12328,S1941,Purkinje
V12329,S2027,Granule
V12330,S597,Granule
V12331,S3970,Oligodendrocyte
V12332,S439,Purkinje
V12333,S2282,Oligodendrocyte
V12334,S4330,Granule
V12335,S905,Granule
V12336,S795,Purkinje
V12337,S4605,Granule
V12338,S207,Fibroblast
V12339,S1978,Granule
V12340,S194,Granule
V12341,S1283,Granule
V12342,S3240,Microglia
V12343,S1139,Nnat
V12344,S593,Granule
V12345,S258,Granule
V12346,S3371,Granule
V12347,S3876,Granule
V12348,S3512,Microglia
V12349,S1264,Granule
V12350,S4165,Pvalb
V12351,S650,Bergmann
V12352,S1038,Granule
V12353,S2354,Endothelial
V12354,S236,Granule
V12355,S3591,Bergmann
V12356,S2736,Fibroblast
V12357,S2063,Granule
V12358,S1837,Granule
V12359,S4622,Astrocyte
V12360,S2883,Granule
V12361,S3811,Bergmann
V12362,S598,Granule
V12363,S3578,Granule
V12364,S19,Endothelial
V12365,S718,Granule
V12366,S4632,Granule
V12367,S613,Granule
V12368,S4646,Granule
V12369,S266,Granule
V12370,S4275,Granule
V12371,S1919,Fibroblast
V12372,S509,Pvalb
V12373,S1482,Fibroblast
V12374,S624,Bergmann
V12375,S4668,Granule
V12376,S2209,Granule
V12377,S1298,Astrocyte
V12378,S3722,Granule
V12379,S1085,Granule
V12380,S860,Purkinje
V12381,S3532,Granule
V12382,S4140,Choroid
V12383,S3101,Astrocyte
V12384,S4360,Granule
V12385,S2427,Granule
V12386,S3054,Astrocyte
V12387,S578,Pvalb
V12388,S899,Granule
V12389,S916,Granule
V12390,S2424,Granule
V12391,S111,Pvalb
V12392,S166,Granule
V12393,S1870,Oligodendrocyte
V12394,S1376,Oligodendrocyte
V12395,S3581,Granule
V12396,S2109,Endothelial
V12397,S3273,Granule
V12398,S3220,Microglia
V12399,S2779,Granule
V12400,S1888,Granule
V12401,S1727,Purkinje
V12402,S879,Choroid
V12403,S3797,Pvalb
V12404,S3045,Granule
V12405,S2089,Fibroblast
V12406,S2064,Pvalb
V12407,S616,Granule
V12408,S1808,Fibroblast
V12409,S1114,Nnat
V12410,S1486,Oligodendrocyte
V12411,S1160,Granule
V12412,S911,Granule
V12413,S155,Granule
V12414,S2581,Fibroblast
V12415,S2199,Purkinje
V12416,S3591,Purkinje
V12417,S4018,Granule
V12418,S3887,Purkinje
V12419,S3919,Granule
V12420,S663,Granule
V12421,S2624,Granule
V12422,S2131,Granule
V12423,S410,Granule
V12424,S91,Granule
V12425,S4272,Granule
V12426,S4125,Granule
V12427,S3966,Granule
V12428,S2178,Nnat
V12429,S4028,Bergmann
V12430,S1435,Granule
V12431,S2929,Granule
V12432,S1411,Oligodendrocyte
V12433,S609,Granule
V12434,S3305,Bergmann
V12435,S1416,Granule
V12436,S536,Granule
V12437,S3732,Purkinje
V12438,S263,Granule
V12439,S4116,Granule
V12440,S4735,Purkinje
V12441,S790,Fibroblast
V12442,S482,Purkinje
V12443,S398,Granule
V12444,S2861,Granule
V12445,S2887,Endothelial
V12446,S1519,Granule
V12447,S1300,Oligodendrocyte
V12448,S656,Granule
V12449,S4508,Granule
V12450,S200,Granule
V12451,S4666,Granule
V12452,S4251,Granule
V12453,S2394,Oligodendrocyte
V12454,S1837,Granule
V12455,S4178,Purkinje
V12456,S3174,Granule
V12457,S3778,Granule
V12458,S209,Purkinje
V12459,S3646,Bergmann
V12460,S104,Granule
V12461,S2474,Granule
V12462,S2849,Astrocyte
V12463,S3212,Fibroblast
V12464,S3128,Granule
V12465,S2595,Purkinje
V12466,S2236,Granule
V12467,S3363,Granule
V12468,S1622,Astrocyte
V12469,S3139,Granule
V12470,S2567,Fibroblast
V12471,S4513,Fibroblast
V12472,S3588,Nnat
V12473,S318,Granule
V12474,S3999,Granule
V12475,S4674,Granule
V12476,S4732,Purkinje
V12477,S848,Pvalb
V12478,S3129,Bergmann
V12479,S4647,Pvalb
V12480,S575,Choroid
V12481,S359,Granule
V12482,S2280,Purkinje
V12483,S1528,Granule
V12484,S3096,Fibroblast
V12485,S343,Bergmann
V12486,S2326,Granule
V12487,S3918,Microglia
V12488,S668,Granule
V12489,S687,Endothelial
V12490,S3710,Granule
V12491,S102,Granule
V12492,S3082,Granule
V12493,S1567,Granule
V12494,S51,Pvalb
V12495,S3100,Astrocyte
V12496,S1333,Bergmann
V12497,S4523,Granule
V12498,S619,Purkinje
V12499,S4142,Pvalb
V12500,S2085,Purkinje
V12501,S1635,Oligodendrocyte
V12502,S2621,Purkinje
V12503,S2033,Purkinje
V12504,S4432,Granule
V12505,S2869,Oligodendrocyte
V12506,S3068,Granule
V12507,S2820,Fibroblast
V12508,S288,Bergmann
V12509,S3684,Granule
V12510,S4444,Granule
V12511,S3745,Granule
V12512,S977,Granule
V12513,S2487,Granule
V12514,S4236,Bergmann
V12515,S4247,Bergmann
V12516,S2026,Choroid
V12517,S663,Granule
V12518,S1557,Granule
V12519,S1052,Granule
V12520,S798,Bergmann
V12521,S3426,Oligodendrocyte
V12522,S3191,Oligodendrocyte
V12523,S4657,Granule
V12524,S2995,Granule
V12525,S652,Granule
V12526,S1926,Granule
V12527,S1335,Granule
V12528,S3853,Pvalb
V12529,S4396,Purkinje
V12530,S3618,Microglia
V12531,S4731,Granule
V12532,S1392,Purkinje
V12533,S176,Granule
V12534,S4204,Fibroblast
V12535,S3824,Purkinje
V12536,S787,Granule
V12537,S3933,Granule
V12538,S1942,Granule
V12539,S2438,Granule
V12540,S4448,Granule
V12541,S4212,Fibroblast
V12542,S3055,Granule
V12543,S3520,Bergmann
V12544,S2897,Endothelial
V12545,S1851,Fibroblast
V12546,S3975,Oligodendrocyte
V12547,S2708,Pvalb
V12548,S1943,Granule
V12549,S4220,Granule
V12550,S4232,Nnat
V12551,S1266,Bergmann
V12552,S1,Bergmann
V12553,S1919,Fibroblast
V12554,S4137,Astrocyte
V12555,S3191,Granule
V12556,S4119,Endothelial
V12557,S2723,Granule
V12558,S1936,Oligodendrocyte
V12559,S1734,Purkinje
V12560,S3184,Pvalb
V12561,S2189,Fibroblast
V12562,S2090,Bergmann
V12563,S3402,Purkinje
V12564,S2479,Oligodendrocyte
V12565,S4227,Granule
V12566,S4266,Granule
V12567,S508,Granule
V12568,S586,Granule
V12569,S147,Granule
V12570,S3643,Purkinje
V12571,S2377,Granule
V12572,S3164,Granule
V12573,S2989,Granule
V12574,S1331,Purkinje
V12575,S4530,Granule
V12576,S624,Purkinje
V12577,S40,Purkinje
V12578,S4727,Granule
V12579,S752,Bergmann
V12580,S4008,Pvalb
V12581,S2321,Granule
V12582,S521,Bergmann
V12583,S2572,Bergmann
V12584,S4052,Granule
V12585,S2980,Oligodendrocyte
V12586,S4146,Astrocyte
V12587,S3500,Granule
V12588,S3793,Granule
V12589,S1760,Bergmann
V12590,S4513,Bergmann
V12591,S2062,Granule
V12592,S892,Oligodendrocyte
V12593,S4121,Oligodendrocyte
V12594,S2429,Granule
V12595,S866,Granule
V12596,S4159,Granule
V12597,S2341,Granule
V12598,S2549,Oligodendrocyte
V12599,S459,Granule
V12600,S3334,Granule
V12601,S3950,Fibroblast
V12602,S4236,Granule
V12603,S3579,Granule
V12604,S716,Granule
V12605,S24,Granule
V12606,S2974,Oligodendrocyte
V12607,S1771,Astrocyte
V12608,S3295,Granule
V12609,S2693,Granule
V12610,S1718,Fibroblast
V12611,S200,Granule
V12612,S1049,Astrocyte
V12613,S2808,Bergmann
V12614,S2334,Bergmann
V12615,S3563,Pvalb
V12616,S1416,Granule
V12617,S3633,Granule
V12618,S4137,Granule
V12619,S3219,Bergmann
V12620,S4065,Microglia
V12621,S4323,Granule
V12622,S1580,Purkinje
V12623,S947,Purkinje
V12624,S2282,Granule
V12625,S3401,Granule
V12626,S840,Astrocyte
V12627,S505,Granule
V12628,S3254,Oligodendrocyte
V12629,S1108,Purkinje
V12630,S4732,Purkinje
V12631,S934,Granule
V12632,S3138,Bergmann
V12633,S1705,Granule
V12634,S4038,Granule
V12635,S4200,Granule
V12636,S832,Microglia
V12637,S945,Granule
V12638,S2142,Pvalb
V12639,S153,Granule
V12640,S4314,Microglia
V12641,S3253,Oligodendrocyte
V12642,S4024,Astrocyte
V12643,S222,Granule
V12644,S3558,Granule
V12645,S918,Purkinje
V12646,S1785,Oligodendrocyte
V12647,S452,Granule
V12648,S1636,Granule
V12649,S2785,Granule
V12650,S4283,Choroid
V12651,S4568,Microglia
V12652,S2934,Granule
V12653,S2758,Granule
V12654,S4608,Granule
V12655,S2844,Granule
V12656,S1558,Astrocyte
V12657,S4663,Bergmann
V12658,S2914,Granule
V12659,S2140,Purkinje
V12660,S2754,Purkinje
V12661,S843,Granule
V12662,S536,Purkinje
V12663,S4116,Granule
V12664,S3357,Granule
V12665,S3877,Purkinje
V12666,S934,Fibroblast
V12667,S3501,Nnat
V12668,S3594,Pvalb
V12669,S2931,Granule
V12670,S2256,Bergmann
V12671,S4039,Granule
V12672,S2478,Astrocyte
V12673,S2926,Bergmann
V12674,S2527,Pvalb
V12675,S3322,Astrocyte
V12676,S2658,Bergmann
V12677,S1033,Pvalb
V12678,S3496,Endothelial
V12679,S4283,Bergmann
V12680,S902,Endothelial
V12681,S2703,Granule
V12682,S3253,Astrocyte
V12683,S1445,Granule
V12684,S170,Microglia
V12685,S265,Granule
V12686,S3344,Oligodendrocyte
V12687,S1563,Bergmann
V12688,S429,Purkinje
V12689,S1936,Nnat
V12690,S3001,Microglia
V12691,S1437,Oligodendrocyte
V12692,S165,Nnat
V12693,S3271,Granule
V12694,S183,Granule
V12695,S4430,Granule
V12696,S3275,Granule
V12697,S2816,Astrocyte
V12698,S1759,Pvalb
V12699,S2584,Pvalb
V12700,S3280,Granule
V12701,S2203,Astrocyte
V12702,S3947,Fibroblast
V12703,S2689,Granule
V12704,S3986,Granule
V12705,S155,Bergmann
V12706,S3358,Granule
V12707,S1562,Fibroblast
V12708,S4055,Granule
V12709,S2222,Granule
V12710,S2561,Microglia
V12711,S3979,Granule
V12712,S605,Granule
V12713,S1574,Granule
V12714,S1671,Granule
V12715,S2427,Granule
V12716,S3654,Granule
V12717,S3234,Granule
V12718,S1866,Oligodendrocyte
V12719,S2686,Granule
V12720,S1554,Granule
V12721,S4542,Fibroblast
V12722,S100,Granule
V12723,S363,Granule
V12724,S4031,Endothelial
V12725,S2904,Oligodendrocyte
V12726,S2741,Granule
V12727,S3570,Granule
V12728,S2411,Fibroblast
V12729,S3035,Granule
V12730,S2372,Fibroblast
V12731,S1537,Bergmann
V12732,S3419,Oligodendrocyte
V12733,S2987,Granule
V12734,S270,Granule
V12735,S2022,Oligodendrocyte
V12736,S1199,Pvalb
V12737,S4685,Pvalb
V12738,S3137,Astrocyte
V12739,S2253,Purkinje
V12740,S1658,Bergmann
V12741,S2449,Granule
V12742,S1025,Oligodendrocyte
V12743,S1441,Granule
V12744,S3896,Granule
V12745,S63,Purkinje
V12746,S115,Granule
V12747,S3651,Pvalb
V12748,S307,Granule
V12749,S1268,Granule
V12750,S62,Purkinje
V12751,S736,Granule
V12752,S843,Granule
V12753,S3818,Granule
V12754,S820,Granule
V12755,S1615,Choroid
V12756,S2043,Purkinje
V12757,S2155,Bergmann
V12758,S3505,Bergmann
V12759,S3435,Granule
V12760,S1839,Granule
V12761,S4568,Fibroblast
V12762,S3248,Purkinje
V12763,S655,Granule
V12764,S2175,Pvalb
V12765,S93,Granule
V12766,S95,Granule
V12767,S1958,Oligodendrocyte
V12768,S4485,Granule
V12769,S3964,Granule
V12770,S2428,Granule
V12771,S2312,Purkinje
V12772,S4040,Granule
V12773,S304,Granule
V12774,S2645,Fibroblast
V12775,S4343,Fibroblast
V12776,S304,Granule
V12777,S3475,Granule
V12778,S699,Granule
V12779,S2341,Granule
V12780,S3170,Oligodendrocyte
V12781,S4348,Choroid
V12782,S1673,Purkinje
V12783,S635,Purkinje
V12784,S2325,Purkinje
V12785,S116,Granule
V12786,S3335,Granule
V12787,S4366,Fibroblast
V12788,S2230,Granule
V12789,S1712,Granule
V12790,S1174,Bergmann
V12791,S1626,Bergmann
V12792,S2310,Pvalb
V12793,S4211,Granule
V12794,S1724,Granule
V12795,S1473,Purkinje
V12796,S2302,Bergmann
V12797,S1133,Granule
V12798,S447,Granule
V12799,S676,Bergmann
V12800,S1174,Granule
V12801,S1190,Granule
V12802,S1958,Fibroblast
V12803,S4540,Granule
V12804,S808,Bergmann
V12805,S507,Granule
V12806,S2141,Granule
V12807,S2551,Oligodendrocyte
V12808,S3371,Endothelial
V12809,S753,Granule
V12810,S2630,Granule
V12811,S2137,Granule
