Values,Predict,Lable,CellType,predict_x,predict_y
V16338,S2816,S2816,Astrocyte,53,51
V21036,S2816,S2816,Astrocyte,53,51
V1966,S2817,S2817,Granule,53,52
V4482,S2817,S2817,Oligodendrocyte,53,52
V11077,S2817,S2817,Bergmann,53,52
V13589,S2817,S2817,Oligodendrocyte,53,52
V4854,S2817,S2817,Granule,53,52
V8858,S2818,S2818,Astrocyte,53,53
V13546,S2818,S2818,Oligodendrocyte,53,53
V20776,S2818,S2818,Astrocyte,53,53
V20022,S2818,S2818,Granule,53,53
V16241,S2819,S2819,Microglia,53,54
V19125,S2819,S2819,Granule,53,54
V20676,S2819,S2819,Bergmann,53,54
V22172,S2819,S2819,Bergmann,53,54
V11238,S2819,S2819,Astrocyte,53,54
V4195,S2819,S2819,Choroid,53,54
V1151,S2820,S2820,Oligodendrocyte,53,55
V9789,S2820,S2820,Oligodendrocyte,53,55
V12507,S2820,S2820,Fibroblast,53,55
V18277,S2820,S2820,Oligodendrocyte,53,55
V12131,S2820,S2820,Oligodendrocyte,53,55
V1514,S2821,S2821,Oligodendrocyte,53,56
V6552,S2821,S2821,Oligodendrocyte,53,56
V15926,S2821,S2821,Oligodendrocyte,53,56
V16394,S2821,S2821,Granule,53,56
V15696,S2821,S2821,Fibroblast,53,56
V8258,S2821,S2821,Oligodendrocyte,53,56
V6327,S2822,S2822,Pvalb,53,57
V13833,S2822,S2822,Astrocyte,53,57
V19124,S2822,S2822,Astrocyte,53,57
V22811,S2822,S2822,Fibroblast,53,57
V19097,S2822,S2822,Microglia,53,57
V1178,S2823,S2823,Oligodendrocyte,53,58
V10173,S2823,S2823,Bergmann,53,58
V16200,S2823,S2823,Oligodendrocyte,53,58
V2366,S2823,S2823,Granule,53,58
V19860,S2823,S2823,Microglia,53,58
V1037,S2824,S2824,Oligodendrocyte,53,59
V7903,S2824,S2824,Oligodendrocyte,53,59
V20455,S2824,S2824,Oligodendrocyte,53,59
V13968,S2824,S2824,Oligodendrocyte,53,59
V5374,S2825,S2825,Granule,53,60
V13890,S2825,S2825,Oligodendrocyte,53,60
V20013,S2825,S2825,Astrocyte,53,60
V16144,S2825,S2825,Bergmann,53,60
V3230,S2826,S2826,Astrocyte,53,61
V5692,S2826,S2826,Granule,53,61
V14076,S2826,S2826,Granule,53,61
V23195,S2826,S2826,Astrocyte,53,61
V6497,S2827,S2827,Granule,53,62
V22654,S2827,S2827,Granule,53,62
V23241,S2827,S2827,Granule,53,62
V5210,S2827,S2827,Bergmann,53,62
V16436,S2827,S2827,Granule,53,62
V3951,S2828,S2828,Fibroblast,53,63
V4767,S2828,S2828,Pvalb,53,63
V10103,S2828,S2828,Purkinje,53,63
V17263,S2828,S2828,Granule,53,63
V15725,S2828,S2828,Bergmann,53,63
V16526,S2828,S2828,Purkinje,53,63
V21610,S2828,S4604,Granule,53,63
V3894,S2829,S2829,Bergmann,53,64
V5414,S2829,S2829,Endothelial,53,64
V22834,S2829,S2829,Granule,53,64
V13969,S2829,S2829,Purkinje,53,64
V9838,S2829,S3533,Granule,53,64
V2831,S2830,S2830,Pvalb,53,65
V12946,S2830,S2830,Granule,53,65
V14621,S2830,S2830,Bergmann,53,65
V11393,S2830,S2830,Purkinje,53,65
V13720,S2830,S2830,Granule,53,65
V12194,S2831,S2831,Granule,53,66
V18356,S2831,S2831,Endothelial,53,66
V5341,S2832,S2832,Bergmann,53,67
V19056,S2832,S2832,Bergmann,53,67
V18082,S2833,S2833,Granule,53,68
V21701,S2833,S2833,Bergmann,53,68
V22438,S2834,S2834,Purkinje,53,69
V15201,S2835,S2835,Microglia,53,70
V9664,S2836,S2836,Granule,53,71
V10665,S2836,S2836,Granule,53,71
V22957,S2836,S2836,Pvalb,53,71
V2418,S2836,S2836,Granule,53,71
V4543,S2837,S2837,Granule,53,72
V18134,S2837,S2837,Purkinje,53,72
V5658,S2837,S2837,Purkinje,53,72
V3506,S2838,S2838,Bergmann,53,73
V5873,S2838,S2838,Granule,53,73
V6320,S2838,S2838,Granule,53,73
V16448,S2838,S2838,Granule,53,73
V9854,S2839,S2839,Endothelial,53,74
V13882,S2839,S2839,Bergmann,53,74
V21609,S2839,S2839,Pvalb,53,74
V23035,S2839,S2839,Granule,53,74
V13752,S2839,S2905,Bergmann,53,74
V3251,S2840,S2840,Pvalb,53,75
V8589,S2840,S2840,Pvalb,53,75
V10210,S2840,S2840,Granule,53,75
V10260,S2840,S2840,Bergmann,53,75
V10342,S2840,S2840,Bergmann,53,75
V21342,S2840,S2840,Bergmann,53,75
V2620,S2841,S2841,Granule,53,76
V2993,S2841,S2841,Bergmann,53,76
V17748,S2841,S2841,Bergmann,53,76
V22114,S2841,S2841,Bergmann,53,76
V19485,S2841,S2841,Bergmann,53,76
V13812,S2841,S2841,Purkinje,53,76
V6909,S2842,S2842,Granule,53,77
V13526,S2842,S2842,Purkinje,53,77
V5700,S2842,S2842,Bergmann,53,77
V13698,S2842,S2842,Purkinje,53,77
V14526,S2842,S2842,Purkinje,53,77
V4571,S2842,S4163,Purkinje,53,77
V8789,S2842,S2842,Purkinje,53,77
V7139,S2843,S2843,Granule,53,78
V7240,S2843,S2843,Purkinje,53,78
V11742,S2843,S2843,Granule,53,78
V17284,S2843,S2843,Granule,53,78
V11322,S2843,S3893,Granule,53,78
V4756,S2844,S2844,Granule,53,79
V3544,S2844,S2844,Granule,53,79
V17884,S2844,S2844,Granule,53,79
V7265,S2844,S2844,Granule,53,79
V20759,S2844,S2844,Granule,53,79
V13768,S2844,S2844,Granule,53,79
V4177,S2845,S2845,Astrocyte,53,80
V15117,S2845,S2845,Granule,53,80
V20528,S2845,S2845,Granule,53,80
V21928,S2845,S2845,Granule,53,80
V8085,S2845,S2845,Granule,53,80
V9215,S2845,S2845,Granule,53,80
V5929,S2846,S2846,Granule,53,81
V8593,S2846,S2846,Astrocyte,53,81
V13198,S2846,S2846,Granule,53,81
V19761,S2846,S2846,Granule,53,81
V7082,S2846,S2846,Granule,53,81
V19088,S2846,S2846,Granule,53,81
V3041,S2847,S2847,Granule,53,82
V5506,S2847,S2847,Granule,53,82
V6237,S2847,S2847,Granule,53,82
V20174,S2847,S2847,Granule,53,82
V5327,S2848,S2741,Granule,53,83
V12462,S2849,S2849,Astrocyte,53,84
V14156,S2849,S2849,Granule,53,84
V23074,S2850,S2850,Granule,53,85
V23010,S2850,S1984,Granule,53,85
V1531,S2851,S2851,Granule,53,86
V10780,S2851,S2851,Fibroblast,53,86
V12945,S2851,S789,Fibroblast,53,86
V7596,S2851,S493,Fibroblast,53,86
V12904,S2852,S2852,Granule,53,87
V13251,S2852,S2852,Endothelial,53,87
V21851,S2852,S2852,Granule,53,87
V11929,S2852,S2852,Oligodendrocyte,53,87
V2215,S2853,S2853,Granule,53,88
V5810,S2853,S2853,Granule,53,88
V14093,S2853,S2853,Granule,53,88
V8232,S2853,S2853,Granule,53,88
V1293,S2853,S2853,Granule,53,88
V1777,S2854,S2854,Granule,53,89
V16312,S2854,S2854,Granule,53,89
V19196,S2854,S2854,Granule,53,89
V18483,S2854,S2854,Granule,53,89
V4458,S2854,S2854,Granule,53,89
V21794,S2854,S2854,Granule,53,89
V16220,S2855,S2855,Granule,53,90
V18630,S2855,S2855,Granule,53,90
V549,S2855,S2855,Granule,53,90
V23117,S2855,S2855,Granule,53,90
V4479,S2855,S2855,Granule,53,90
V21721,S2855,S2855,Granule,53,90
V4499,S2856,S2856,Granule,53,91
V6447,S2856,S2856,Granule,53,91
V14783,S2856,S2856,Granule,53,91
V18139,S2856,S2856,Granule,53,91
V6554,S2856,S2856,Granule,53,91
V23021,S2856,S2856,Granule,53,91
V5872,S2857,S2857,Granule,53,92
V8314,S2857,S2857,Granule,53,92
V8675,S2857,S2857,Granule,53,92
V22187,S2857,S2857,Granule,53,92
V1902,S2858,S2858,Granule,53,93
V4565,S2858,S2858,Purkinje,53,93
V1370,S2858,S2858,Purkinje,53,93
V5740,S2859,S2859,Purkinje,53,94
V10380,S2859,S2859,Granule,53,94
V21057,S2859,S2859,Bergmann,53,94
V2321,S2859,S2859,Bergmann,53,94
V21318,S2859,S2859,Bergmann,53,94
V22194,S2859,S2859,Purkinje,53,94
V22667,S2860,S2860,Purkinje,53,95
V8168,S2861,S2861,Granule,54,10
V8187,S2861,S2861,Nnat,54,10
V12444,S2861,S2861,Granule,54,10
V19122,S2861,S2861,Astrocyte,54,10
V20184,S2861,S2861,Pvalb,54,10
V22157,S2861,S2861,Granule,54,10
V5589,S2862,S2862,Fibroblast,54,11
V10964,S2862,S2862,Granule,54,11
V11731,S2862,S2862,Granule,54,11
V12858,S2862,S2862,Granule,54,11
V2988,S2862,S1311,Granule,54,11
V9276,S2863,S2863,Granule,54,12
V10682,S2863,S2863,Granule,54,12
V12049,S2863,S2863,Granule,54,12
V21744,S2863,S2863,Nnat,54,12
V2122,S2863,S2863,Granule,54,12
V6818,S2864,S2864,Granule,54,13
V6971,S2864,S2864,Astrocyte,54,13
V15994,S2864,S2864,Granule,54,13
V4539,S2864,S2864,Granule,54,13
V10875,S2864,S2864,Granule,54,13
V20758,S2864,S2864,Bergmann,54,13
V9557,S2864,S2864,Astrocyte,54,13
V1091,S2865,S2865,Granule,54,14
V10016,S2865,S2865,Microglia,54,14
V14060,S2865,S2865,Nnat,54,14
V14973,S2865,S2865,Fibroblast,54,14
V18709,S2865,S2865,Nnat,54,14
V10898,S2865,S164,Granule,54,14
V6904,S2866,S2866,Granule,54,15
V8834,S2866,S2866,Granule,54,15
V9890,S2866,S2866,Nnat,54,15
V17937,S2866,S2866,Granule,54,15
V14036,S2866,S2866,Fibroblast,54,15
V7821,S2866,S2866,Granule,54,15
V2741,S2867,S2867,Granule,54,16
V3397,S2867,S2867,Granule,54,16
V6081,S2867,S2867,Granule,54,16
V9495,S2867,S2867,Granule,54,16
V10102,S2867,S2867,Granule,54,16
V23151,S2867,S2867,Pvalb,54,16
V7817,S2867,S2867,Purkinje,54,16
V1495,S2868,S2868,Granule,54,17
V5622,S2868,S2868,Granule,54,17
V20349,S2868,S2868,Granule,54,17
V17001,S2868,S2868,Granule,54,17
V14097,S2868,S2868,Astrocyte,54,17
V6330,S2869,S2869,Granule,54,18
V12148,S2869,S2869,Granule,54,18
V16512,S2869,S2869,Nnat,54,18
V21571,S2869,S2869,Granule,54,18
V4795,S2869,S2869,Bergmann,54,18
V12505,S2869,S2869,Oligodendrocyte,54,18
V7137,S2869,S2869,Fibroblast,54,18
V8382,S2870,S2870,Granule,54,19
V14819,S2870,S2870,Granule,54,19
V19449,S2870,S2870,Granule,54,19
V19247,S2870,S2870,Choroid,54,19
V13984,S2870,S2870,Granule,54,19
V4781,S2871,S2871,Bergmann,54,20
V10751,S2871,S2871,Fibroblast,54,20
V19405,S2871,S2871,Astrocyte,54,20
V21216,S2871,S2871,Bergmann,54,20
V23207,S2871,S2871,Granule,54,20
V5411,S2871,S2871,Granule,54,20
V8274,S2872,S2872,Bergmann,54,21
V19002,S2872,S2872,Microglia,54,21
V13896,S2872,S2872,Bergmann,54,21
V5446,S2872,S2872,Bergmann,54,21
V977,S2873,S2873,Granule,54,22
V2728,S2873,S2873,Granule,54,22
V8560,S2873,S2873,Granule,54,22
V17239,S2873,S2873,Pvalb,54,22
V18399,S2873,S2873,Granule,54,22
V11338,S2874,S2874,Endothelial,54,23
V13744,S2874,S2874,Granule,54,23
V13945,S2874,S2874,Endothelial,54,23
V20213,S2874,S2874,Microglia,54,23
V9825,S2874,S2874,Nnat,54,23
V7243,S2874,S2874,Granule,54,23
V9577,S2875,S2875,Granule,54,24
V11827,S2875,S2875,Granule,54,24
V17672,S2875,S2875,Granule,54,24
V22977,S2875,S2875,Fibroblast,54,24
V18641,S2875,S2875,Granule,54,24
V5017,S2875,S2875,Granule,54,24
V14726,S2875,S2875,Bergmann,54,24
V12854,S2876,S2876,Bergmann,54,25
V14226,S2876,S2876,Purkinje,54,25
V15832,S2876,S2876,Granule,54,25
V20593,S2876,S2876,Bergmann,54,25
V9240,S2876,S2876,Purkinje,54,25
V6911,S2876,S911,Bergmann,54,25
V5701,S2876,S2876,Purkinje,54,25
V3776,S2877,S2877,Granule,54,26
V4076,S2877,S2877,Nnat,54,26
V18080,S2877,S2877,Granule,54,26
V21741,S2877,S2877,Granule,54,26
V19033,S2877,S2877,Pvalb,54,26
V9509,S2877,S2877,Granule,54,26
V2494,S2878,S2878,Nnat,54,27
V7987,S2878,S2878,Nnat,54,27
V9964,S2878,S2878,Granule,54,27
V20974,S2878,S2878,Granule,54,27
V21109,S2878,S2878,Nnat,54,27
V19294,S2878,S4568,Granule,54,27
V9591,S2879,S2879,Nnat,54,28
V10063,S2879,S2879,Granule,54,28
V23111,S2879,S2879,Nnat,54,28
V18982,S2879,S2879,Granule,54,28
V18365,S2879,S2879,Granule,54,28
V7634,S2879,S2879,Granule,54,28
V14392,S2879,S2879,Fibroblast,54,28
V765,S2880,S2880,Granule,54,29
V7080,S2880,S2880,Bergmann,54,29
V9981,S2880,S2880,Oligodendrocyte,54,29
V21325,S2880,S2880,Granule,54,29
V3826,S2880,S2880,Astrocyte,54,29
V14826,S2880,S2880,Granule,54,29
V1620,S2881,S2881,Granule,54,30
V4426,S2881,S2881,Granule,54,30
V6737,S2881,S2881,Nnat,54,30
V17754,S2881,S2881,Granule,54,30
V513,S2881,S2881,Granule,54,30
V9740,S2881,S2881,Oligodendrocyte,54,30
V559,S2882,S2882,Granule,54,31
V3546,S2882,S2882,Granule,54,31
V10355,S2882,S2882,Granule,54,31
V12189,S2882,S2882,Granule,54,31
V2544,S2882,S2882,Granule,54,31
V9320,S2882,S2882,Pvalb,54,31
V4144,S2883,S2883,Pvalb,54,32
V5456,S2883,S2883,Bergmann,54,32
V7471,S2883,S2883,Granule,54,32
V12360,S2883,S2883,Granule,54,32
V3269,S2883,S1024,Granule,54,32
V2128,S2884,S2884,Fibroblast,54,33
V10929,S2884,S2884,Pvalb,54,33
V11016,S2884,S2884,Granule,54,33
V19733,S2884,S2884,Granule,54,33
V19383,S2884,S2884,Granule,54,33
V9747,S2884,S2884,Granule,54,33
V11588,S2884,S2884,Nnat,54,33
V2816,S2885,S2885,Granule,54,34
V3097,S2885,S2885,Granule,54,34
V4448,S2885,S2885,Astrocyte,54,34
V8081,S2885,S2885,Granule,54,34
V12316,S2885,S2885,Granule,54,34
V14769,S2885,S2885,Granule,54,34
V2719,S2885,S2885,Granule,54,34
V13121,S2885,S2885,Nnat,54,34
V4765,S2886,S2886,Pvalb,54,35
V7130,S2886,S2886,Granule,54,35
V18091,S2886,S2886,Nnat,54,35
V20855,S2886,S2886,Pvalb,54,35
V7486,S2886,S2886,Granule,54,35
V21471,S2886,S2886,Granule,54,35
V10212,S2887,S2887,Granule,54,36
V12445,S2887,S2887,Endothelial,54,36
V17629,S2887,S2887,Granule,54,36
V22538,S2887,S2887,Pvalb,54,36
V726,S2887,S2887,Granule,54,36
V8058,S2887,S2887,Purkinje,54,36
V3394,S2887,S2887,Granule,54,36
V997,S2888,S2888,Granule,54,37
V5088,S2888,S2888,Nnat,54,37
V6306,S2888,S2888,Granule,54,37
V16466,S2888,S2888,Granule,54,37
V23115,S2888,S2888,Granule,54,37
V5828,S2888,S181,Granule,54,37
V7009,S2889,S2889,Granule,54,38
V7769,S2889,S2889,Granule,54,38
V15150,S2889,S2889,Oligodendrocyte,54,38
V19181,S2889,S2740,Oligodendrocyte,54,38
V3219,S2890,S2890,Pvalb,54,39
V7211,S2890,S2890,Endothelial,54,39
V16886,S2890,S2890,Astrocyte,54,39
V18966,S2890,S2890,Oligodendrocyte,54,39
V21606,S2890,S2890,Granule,54,39
V4148,S2890,S2890,Bergmann,54,39
V2476,S2891,S2891,Bergmann,54,40
V5061,S2891,S2891,Astrocyte,54,40
V18774,S2891,S2891,Granule,54,40
V3405,S2891,S2891,Granule,54,40
V17221,S2891,S2891,Microglia,54,40
V5224,S2892,S2892,Pvalb,54,41
V13780,S2892,S2892,Granule,54,41
V20626,S2892,S2892,Pvalb,54,41
V2608,S2893,S2893,Granule,54,42
V3107,S2893,S2893,Nnat,54,42
V18916,S2893,S2893,Nnat,54,42
V21183,S2893,S2893,Endothelial,54,42
V3157,S2893,S2893,Granule,54,42
V16267,S2893,S1306,Nnat,54,42
V7924,S2894,S2894,Granule,54,43
V20463,S2894,S2894,Granule,54,43
V21348,S2894,S2894,Granule,54,43
V2665,S2895,S2895,Bergmann,54,44
V6631,S2895,S2895,Bergmann,54,44
V19250,S2895,S2895,Pvalb,54,44
V3571,S2896,S2896,Endothelial,54,45
V9598,S2896,S2896,Granule,54,45
V12323,S2896,S2896,Granule,54,45
V13805,S2896,S2896,Granule,54,45
V9846,S2897,S2897,Granule,54,46
V12239,S2897,S2897,Endothelial,54,46
V12544,S2897,S2897,Endothelial,54,46
V20784,S2897,S2897,Oligodendrocyte,54,46
V9611,S2897,S2897,Bergmann,54,46
V1318,S2897,S2897,Granule,54,46
V3845,S2898,S2898,Granule,54,47
V8412,S2898,S2898,Granule,54,47
V16339,S2898,S2898,Granule,54,47
V8576,S2898,S2898,Granule,54,47
V751,S2898,S2898,Granule,54,47
V878,S2898,S2898,Granule,54,47
V7992,S2899,S2899,Granule,54,48
V16791,S2899,S2899,Granule,54,48
V20379,S2899,S2899,Granule,54,48
V8943,S2899,S2899,Granule,54,48
V5016,S2900,S2900,Endothelial,54,49
V13505,S2900,S2900,Bergmann,54,49
V19971,S2900,S2900,Granule,54,49
V15542,S2900,S3628,Endothelial,54,49
V1606,S2901,S2901,Granule,54,50
V16595,S2901,S2901,Endothelial,54,50
V17395,S2901,S2901,Granule,54,50
V22437,S2901,S2901,Granule,54,50
V4163,S2901,S2901,Purkinje,54,50
V1892,S2902,S2902,Nnat,54,51
V6053,S2902,S2902,Microglia,54,51
V16730,S2902,S2902,Granule,54,51
V17009,S2902,S2902,Granule,54,51
V19553,S2902,S2902,Pvalb,54,51
V2483,S2902,S2902,Granule,54,51
V5008,S2902,S2902,Granule,54,51
V919,S2902,S2902,Granule,54,51
V1322,S2903,S2903,Granule,54,52
V11280,S2903,S2903,Granule,54,52
V16810,S2903,S2903,Astrocyte,54,52
V19421,S2903,S2903,Oligodendrocyte,54,52
V6827,S2903,S2903,Granule,54,52
V6503,S2904,S2904,Granule,54,53
V9043,S2904,S2904,Microglia,54,53
V12725,S2904,S2904,Oligodendrocyte,54,53
V14553,S2904,S2904,Nnat,54,53
V20706,S2904,S2904,Bergmann,54,53
V8783,S2904,S2904,Granule,54,53
V17408,S2904,S2904,Choroid,54,53
V7960,S2905,S2905,Oligodendrocyte,54,54
V8076,S2905,S2905,Nnat,54,54
V19549,S2905,S2905,Granule,54,54
V22723,S2905,S2905,Oligodendrocyte,54,54
V13752,S2905,S2905,Bergmann,54,54
V9328,S2906,S2906,Oligodendrocyte,54,55
V12896,S2906,S2906,Oligodendrocyte,54,55
V19498,S2906,S2906,Oligodendrocyte,54,55
V15915,S2906,S2906,Astrocyte,54,55
V18470,S2907,S2907,Granule,54,56
V21539,S2907,S2907,Oligodendrocyte,54,56
V1338,S2907,S2907,Oligodendrocyte,54,56
V17143,S2907,S2907,Bergmann,54,56
V6230,S2907,S2907,Astrocyte,54,56
V6021,S2908,S2908,Choroid,54,57
V9507,S2908,S2908,Bergmann,54,57
V12090,S2908,S2908,Choroid,54,57
V16438,S2908,S2908,Pvalb,54,57
V17173,S2908,S2908,Pvalb,54,57
V16708,S2908,S3243,Pvalb,54,57
V9141,S2909,S2909,Oligodendrocyte,54,58
V11547,S2909,S2909,Oligodendrocyte,54,58
V16084,S2910,S2910,Endothelial,54,59
V18960,S2910,S2910,Oligodendrocyte,54,59
V19074,S2910,S2910,Oligodendrocyte,54,59
V1580,S2911,S2911,Oligodendrocyte,54,60
V8628,S2911,S2911,Oligodendrocyte,54,60
V10803,S2911,S2911,Oligodendrocyte,54,60
V19965,S2911,S2911,Bergmann,54,60
V14381,S2911,S2911,Granule,54,60
V7166,S2912,S2912,Granule,54,61
V7551,S2912,S2912,Granule,54,61
V9542,S2912,S2912,Oligodendrocyte,54,61
V11683,S2912,S1603,Choroid,54,61
V7589,S2913,S2913,Nnat,54,62
V15362,S2913,S2913,Granule,54,62
V17145,S2913,S2913,Granule,54,62
V10840,S2913,S2913,Granule,54,62
V16328,S2913,S2913,Granule,54,62
V1072,S2914,S2914,Granule,54,63
V2690,S2914,S2914,Pvalb,54,63
V4135,S2914,S2914,Granule,54,63
V11366,S2914,S2914,Granule,54,63
V14831,S2914,S2914,Granule,54,63
V18167,S2914,S2914,Bergmann,54,63
V11965,S2914,S2914,Granule,54,63
V12658,S2914,S2914,Granule,54,63
V1133,S2915,S2915,Purkinje,54,64
V3235,S2915,S2915,Purkinje,54,64
V22379,S2915,S2915,Purkinje,54,64
V22319,S2915,S2915,Granule,54,64
V13736,S2915,S3356,Purkinje,54,64
V11982,S2916,S2916,Bergmann,54,65
V18658,S2916,S2916,Bergmann,54,65
V19609,S2916,S2916,Granule,54,65
V22056,S2916,S2916,Purkinje,54,65
V10536,S2916,S2916,Purkinje,54,65
V11352,S2916,S2916,Bergmann,54,65
V13902,S2917,S2917,Granule,54,66
V15070,S2917,S2917,Bergmann,54,66
V16575,S2917,S2917,Microglia,54,66
V14620,S2917,S2917,Purkinje,54,66
V14095,S2918,S2918,Pvalb,54,67
V16057,S2918,S2918,Bergmann,54,67
V23038,S2918,S2918,Granule,54,67
V12263,S2918,S2918,Purkinje,54,67
V9425,S2918,S2918,Purkinje,54,67
V5617,S2919,S2919,Granule,54,68
V6039,S2919,S2919,Granule,54,68
V7834,S2919,S2919,Pvalb,54,68
V20250,S2919,S2919,Endothelial,54,68
V23173,S2920,S2920,Purkinje,54,69
V6921,S2920,S176,Purkinje,54,69
V10955,S2921,S2921,Granule,54,70
V11991,S2921,S2921,Purkinje,54,70
V17185,S2921,S2921,Granule,54,70
V22861,S2921,S2921,Granule,54,70
V4837,S2922,S2922,Bergmann,54,71
V20438,S2922,S2922,Granule,54,71
V1199,S2923,S2923,Bergmann,54,72
V13158,S2923,S2923,Granule,54,72
V2623,S2924,S2924,Fibroblast,54,73
V10114,S2924,S2924,Granule,54,73
V10216,S2924,S2924,Granule,54,73
V11840,S2924,S2924,Bergmann,54,73
V20195,S2924,S2924,Purkinje,54,73
V9242,S2924,S2924,Purkinje,54,73
V12318,S2925,S2925,Granule,54,74
V21534,S2925,S2925,Granule,54,74
V4423,S2925,S2925,Bergmann,54,74
V15752,S2925,S2925,Bergmann,54,74
V3342,S2925,S2925,Purkinje,54,74
V149,S2926,S2926,Bergmann,54,75
V14844,S2926,S2926,Bergmann,54,75
V19459,S2926,S2926,Bergmann,54,75
V12673,S2926,S2926,Bergmann,54,75
V16283,S2926,S2267,Bergmann,54,75
V8970,S2927,S2927,Bergmann,54,76
V15177,S2927,S2927,Granule,54,76
V17834,S2927,S2927,Granule,54,76
V10346,S2927,S2927,Granule,54,76
V13842,S2927,S2927,Granule,54,76
V1436,S2927,S2927,Granule,54,76
V9674,S2927,S2927,Granule,54,76
V8678,S2928,S2928,Granule,54,77
V13943,S2928,S2928,Granule,54,77
V15778,S2928,S2928,Astrocyte,54,77
V18054,S2928,S2928,Granule,54,77
V21635,S2928,S2928,Granule,54,77
V22219,S2929,S2929,Granule,54,78
V1267,S2929,S2929,Granule,54,78
V15841,S2929,S2929,Granule,54,78
V12431,S2929,S2929,Granule,54,78
V18017,S2929,S2929,Granule,54,78
V17818,S2929,S2929,Granule,54,78
V22784,S2929,S2929,Pvalb,54,78
V3339,S2930,S2930,Granule,54,79
V15747,S2930,S2930,Granule,54,79
V20708,S2930,S2930,Granule,54,79
V12669,S2931,S2931,Granule,54,80
V13634,S2931,S2931,Granule,54,80
V16508,S2931,S2931,Fibroblast,54,80
V1937,S2931,S2931,Granule,54,80
V4655,S2931,S2931,Granule,54,80
V5251,S2932,S2932,Granule,54,81
V10638,S2932,S2932,Granule,54,81
V10728,S2932,S2932,Granule,54,81
V14958,S2932,S2932,Granule,54,81
V2387,S2933,S2933,Granule,54,82
V16450,S2933,S2933,Granule,54,82
V21506,S2933,S2933,Granule,54,82
V9207,S2933,S2933,Granule,54,82
V14388,S2933,S2933,Granule,54,82
V1494,S2934,S2934,Granule,54,83
V22013,S2934,S2934,Granule,54,83
V6625,S2934,S2934,Granule,54,83
V12652,S2934,S2934,Granule,54,83
V8352,S2934,S2934,Nnat,54,83
V14231,S2935,S2935,Granule,54,84
V14531,S2935,S2935,Granule,54,84
V19152,S2935,S2935,Granule,54,84
V594,S2936,S2936,Bergmann,54,85
V11916,S2936,S2936,Granule,54,85
V11433,S2936,S2936,Bergmann,54,85
V21021,S2936,S2936,Astrocyte,54,85
V7740,S2936,S2936,Oligodendrocyte,54,85
V13920,S2937,S2937,Oligodendrocyte,54,86
V20746,S2937,S2937,Oligodendrocyte,54,86
V15225,S2937,S2937,Endothelial,54,86
V18829,S2937,S2937,Astrocyte,54,86
V972,S2937,S2937,Astrocyte,54,86
V13562,S2937,S1485,Astrocyte,54,86
V8439,S2938,S2938,Granule,54,87
V11132,S2938,S2938,Granule,54,87
V17483,S2938,S2938,Astrocyte,54,87
V15199,S2939,S2939,Granule,54,88
V16946,S2939,S2939,Granule,54,88
V22911,S2939,S2939,Granule,54,88
V2049,S2939,S2939,Granule,54,88
V6120,S2939,S2939,Granule,54,88
V13457,S2940,S2940,Granule,54,89
V16893,S2940,S2940,Granule,54,89
V21071,S2940,S2940,Granule,54,89
V14382,S2940,S2940,Granule,54,89
V6191,S2940,S2940,Granule,54,89
V21374,S2940,S2940,Granule,54,89
V2972,S2941,S2941,Granule,54,90
V4637,S2941,S2941,Granule,54,90
V13041,S2941,S2941,Endothelial,54,90
V9559,S2941,S2941,Granule,54,90
V5561,S2941,S2941,Granule,54,90
V9832,S2941,S2941,Granule,54,90
V1422,S2941,S2941,Granule,54,90
V1087,S2942,S2942,Granule,54,91
V5306,S2942,S2942,Granule,54,91
V8465,S2942,S2942,Fibroblast,54,91
V16858,S2942,S2942,Granule,54,91
V697,S2942,S2942,Granule,54,91
V22883,S2942,S2942,Granule,54,91
V6675,S2943,S2943,Granule,54,92
V8974,S2943,S2943,Granule,54,92
V11068,S2943,S2943,Granule,54,92
V17324,S2943,S2943,Granule,54,92
V8114,S2943,S2943,Granule,54,92
V13451,S2943,S2943,Microglia,54,92
V3577,S2944,S2944,Bergmann,54,93
V12007,S2944,S2944,Granule,54,93
V13554,S2944,S2944,Purkinje,54,93
V17455,S2944,S2944,Bergmann,54,93
V7146,S2944,S2944,Purkinje,54,93
V13714,S2944,S2944,Purkinje,54,93
V1645,S2944,S2944,Purkinje,54,93
V16074,S2944,S4196,Granule,54,93
V899,S2945,S2945,Bergmann,54,94
V1970,S2945,S2945,Granule,54,94
V19948,S2945,S2945,Bergmann,54,94
V3522,S2945,S2945,Purkinje,54,94
V6214,S2946,S2946,Bergmann,54,96
V3348,S2947,S2947,Bergmann,55,10
V5362,S2947,S2947,Granule,55,10
V15394,S2947,S2947,Granule,55,10
V18037,S2947,S2947,Nnat,55,10
V6945,S2947,S2947,Granule,55,10
V3181,S2947,S2947,Granule,55,10
V1445,S2948,S2948,Nnat,55,11
V4384,S2948,S2948,Nnat,55,11
V5756,S2948,S2948,Granule,55,11
V16482,S2948,S2948,Granule,55,11
V22687,S2948,S2948,Granule,55,11
V5024,S2948,S4294,Granule,55,11
V1149,S2949,S2949,Pvalb,55,12
V3885,S2949,S2949,Choroid,55,12
V6866,S2949,S2949,Granule,55,12
V10488,S2949,S2949,Granule,55,12
V13295,S2949,S2949,Granule,55,12
V19976,S2949,S2949,Granule,55,12
V14384,S2949,S2949,Granule,55,12
V5540,S2950,S2950,Choroid,55,13
